             142.54988450           10000.00000000
             142.54988450           10000.00000000
             127.77132976           10000.00000000
             123.35630395           10000.00000000
             123.35630395           10000.00000000
              87.48593170           10000.00000000
              87.48593170           10000.00000000
              82.36236592           10000.00000000
              71.61748356           10000.00000000
              69.13783467           10000.00000000
              69.13783467           10000.00000000
              60.56399477           10000.00000000
              60.56399477           10000.00000000
              60.16692995           10000.00000000
              54.93488391           10000.00000000
              53.50880744           10000.00000000
              53.50880744           10000.00000000
              53.23814551           10000.00000000
              50.51465827           10000.00000000
              50.51465827           10000.00000000
